Processor,CPU.Mark.Single,Price
Intel Pentium M 1.30GHz,384,
Intel Celeron 1.70GHz,384,
Intel Core2 Duo U7500 @ 1.06GHz,383,
AMD Phenom X4 Quad-Core GP-9530,382,
Intel Pentium M 1.20GHz,380,
Intel Core Duo U2500 @ 1.20GHz,378,
AMD A4-1200 APU,371,
Intel Atom Z3740 @ 1.33GHz,370,
Intel Atom Z3745 @ 1.33GHz,368,
AMD E1-1200 APU,367,
Intel Pentium III Mobile 1200MHz,366,
VIA QuadCore L4700 @ 1.2+ GHz,364,
AMD E1-2100 APU,362,
Intel Atom C2338 @ 1.74GHz,359,
AMD A4-1250 APU,357,
Intel Atom Z3735G @ 1.33GHz,355,
Intel Atom Z3745D @ 1.33GHz,355,
VIA Nano L2007@1600MHz,355,
Intel Atom Z3735F @ 1.33GHz,354,181.3
Intel Atom D2700 @ 2.13GHz,351,
Intel Atom Z3735E @ 1.33GHz,351,117
Intel Pentium 4 1.50GHz,350,
Intel Atom Z3735D @ 1.33GHz,350,
AMD Athlon X2 Dual Core L310,350,
AMD E-240,349,
Intel Core Solo U1300 @ 1.06GHz,348,
AMD Athlon TF-36,346,
Intel Celeron N2910 @ 1.60GHz,346,
Intel Pentium 4 1.60GHz,345,
Intel Atom S1260 @ 2.00GHz,345,64
Intel Pentium 4 1500MHz,344,
AMD Athlon L110,344,
Intel Atom D2701 @ 2.13GHz,342,
AMD E-300 APU,342,
Intel Core Duo U2400 @ 1.06GHz,340,
AMD V105,339,
Intel Pentium M 1.10GHz,336,
Intel Pentium III Mobile 1133MHz,335,
Intel Atom Z3740D @ 1.33GHz,332,
VIA Nano L2207@1600MHz,330,
VIA Nano X2 U4025 @ 1.2 GHz,328,
Intel Celeron M 443 @ 1.20GHz,328,
Intel Celeron 1200MHz,327,
Intel Atom D2560 @ 2.00GHz,325,
Intel Pentium M 1000MHz,319,
AMD C-60,318,
AMD C-30,318,
Intel Atom E3815 @ 1.46GHz,316,169
AMD C-70 APU,315,
Intel Pentium 4 1300MHz,313,
Intel Atom E3826 @ 1.46GHz,313,
Mobile AMD Sempron 2100+,312,
AMD C-60 APU,310,
Intel Pentium M 900MHz,308,
VIA QuadCore U4650 @ 1.0+ GHz,304,
Intel Atom D2550 @ 1.86GHz,303,
Intel Atom Z3770D @ 1.49GHz,300,
Intel Pentium 4 Mobile 1.80GHz,300,
Intel Atom D2500 @ 1.86GHz,290,
Intel Celeron N2805 @ 1.46GHz,288,
Intel Atom N2800 @ 1.86GHz,286,
Intel Atom N2100 @ 1.60GHz,286,
Intel Atom D525 @ 1.80GHz,285,
Mobile Intel Pentium III - M 1200MHz,284,
VIA Nano U2500@1200MHz,282,
Intel Celeron 1100MHz,281,
Intel Atom N475 @ 1.83GHz,281,
VIA Nano L2100@1800MHz,280,
Intel Atom E3825 @ 1.33GHz,279,70.32
AMD G-T40E,278,
Intel Pentium 4 1400MHz,277,
Intel Atom D425 @ 1.80GHz,275,992.98
AMD G-T44R,274,
Mobile Intel Pentium III - M 933MHz,272,
AMD Z-60 APU,272,
Intel Atom Z2760 @ 1.80GHz,269,
VIA Eden C1050@1.06GHz,268,
Intel Celeron M 900MHz,267,
AMD C-50,266,
Intel Atom D510 @ 1.66GHz,265,97.16
AMD GX-210JA SOC,262,
Intel Atom N570 @ 1.66GHz,258,86
VIA Eden X2 U4200 @ 1.0+ GHz,257,
Intel Pentium M 1200MHz,255,
Intel Atom D410 @ 1.66GHz,254,635.99
Intel Atom N470 @ 1.83GHz,254,
Intel Atom 330 @ 1.60GHz,252,
Intel Celeron M 1.00GHz,251,11.89
Intel Atom N2600 @ 1.60GHz,250,
Intel Atom Z530 @ 1.60GHz,248,
VIA Nano U3500@1000MHz,248,
Intel Atom N280 @ 1.66GHz,248,
Intel Atom N450 @ 1.66GHz,245,
AMD Z-01,244,
Intel Atom 230 @ 1.60GHz,242,
VIA Nano U2250@1300+MHz,240,
Intel Pentium III Mobile 800MHz,238,
Intel Atom N270 @ 1.60GHz,237,
Intel Atom N455 @ 1.66GHz,237,
AMD Athlon XP1700+,235,
Intel Atom N550 @ 1.50GHz,234,86
Intel Atom Z670 @ 1.50GHz,226,
VIA C7-D 1800MHz,210,
Intel Atom N435 @ 1.33GHz,203,
Intel Pentium III Mobile 866MHz,203,
Intel Atom Z520 @ 1.33GHz,193,
VIA C7-M 1600MHz,189,
VIA C7-M 6300MHz,186,
VIA Esther 1500MHz,180,
VIA Eden 1200MHz,149,
VIA C7-M 1200MHz,131,
AMD Athlon 64 2000+,130,
VIA Eden 1000MHz,128,
VIA Nehemiah,115,
